PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
2406,3896,09/21/2023 07:39 AM,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,24,392,26,21936,1734,Andersonfort,23,Male,-0.31
2407,1148,03/03/2023 03:19 AM,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,392,428,151,65286,3126,Brownburgh,21,Female,0.09
2408,2069,"April 24, 2023 17:12:24",What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,102,443,63,7284,495,Lynchbury,25,Female,0.03
2409,2167,30-01-2023 10:17,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,701,155,69,60929,4433,East Jamesborough,15,Female,-0.63
2410,4821,04/03/2023 11:39 PM,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,235,239,153,1889,1131,South Mitchell,79,Female,0.5
2411,4855,05/17/2023 08:05 AM,Stay informed: New government policies are reshaping public discourse. #policy #debate #election,"#policy, #debate, #election",Politics,409,352,252,30453,3193,West Monica,19,Female,-0.68
2412,1631,30-11-2023 02:11,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,824,258,270,26440,4939,Port Nicholasland,79,Female,-0.08
2413,2363,"October 16, 2023 00:22:13",Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,548,434,28,47443,3801,East Christopher,58,,
2414,1412,2023-02-18 03:09:09,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,783,135,73,28033,4920,New Kennethview,70,Other,0.39
2415,2755,26-12-2023 03:15,Political update: Today's debate on election integrity was intense. #policy #election #debate,"#policy, #election, #debate",Politics,804,369,283,96701,4422,Shannonshire,40,Male,-0.14
2416,1519,2023-12-22 13:13:55,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,331,197,58,13786,1595,Bestville,43,Female,0.58
2417,2367,"April 23, 2023 16:06:56",Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,663,186,242,79987,3695,Justinberg,64,Male,0.43
2418,3434,09/04/2023 02:55 PM,Sports update: The championship match had fans on the edge of their seats. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,793,115,148,29358,4881,North Jessica,21,,
2419,4544,04/28/2023 04:13 PM,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,531,444,9,33127,3257,Wrightland,20,Female,0.79
2420,3322,"April 08, 2023 08:23:59",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,648,57,131,18402,2833,Tiffanyton,30,Female,-0.72
2421,3400,"July 05, 2023 19:01:05",Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,982,69,61,87538,163,North Derek,61,,
2422,4137,"November 02, 2023 15:49:15",Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,870,92,261,55855,821,Annafort,23,Other,0.4
2423,2102,"April 15, 2023 13:53:36",Breaking: A startup's new product is creating major buzz in the tech world. #innovation,#innovation,Technology,28,228,217,47102,1062,New Ryan,14,Other,0.75
2424,1597,"April 14, 2023 17:27:29",Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,542,395,231,90195,3733,North Yvonnestad,41,Male,-0.35
2425,2659,"May 29, 2023 17:50:24",Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,18,136,71,26462,3300,Hunterville,67,Female,0.12
2426,4273,"April 06, 2023 21:22:40",Sports update: The championship match had fans on the edge of their seats. #olympics #basketball,"#olympics, #basketball",Sports,147,104,15,7352,1302,Michaelhaven,65,Female,-0.98
2427,2685,12/08/2023 08:30 PM,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,470,304,37,65735,3152,Mckeehaven,38,Female,-0.26
2428,3605,2023-08-06 21:46:05,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies,"#celebrity, #movies",Entertainment,490,338,176,69541,4253,Fowlertown,63,Female,-0.34
2429,3160,2023-04-08 02:08:32,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,282,16,82,15190,4427,Terrellfurt,18,Female,0.68
2430,4162,07/28/2023 08:38 PM,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,861,53,16,35210,2718,Lifurt,24,Female,-0.85
2431,3188,23-01-2023 13:02,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,852,111,155,73727,2626,Donnastad,46,Female,-0.88
2432,4360,2023-11-07 03:14:33,Breaking news: Major policy changes have sparked debates in the parliament. #debate #election #policy,"#debate, #election, #policy",Politics,811,171,171,52485,4140,Espinozafurt,76,Male,-0.11
2433,2924,10-11-2023 02:08,Stay informed: New government policies are reshaping public discourse. #debate #election,"#debate, #election",Politics,674,415,69,5124,1477,East Erika,49,Female,-0.19
2434,1729,03/30/2023 02:15 PM,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,112,418,70,11541,3291,Youngfurt,49,Female,-0.68
2435,1588,14-02-2023 22:22,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,454,461,254,82347,927,Jenniferborough,20,Female,-0.47
2436,3458,09/08/2023 01:57 PM,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,661,304,130,42411,1248,South Kristopher,49,Female,0.95
2437,1376,"October 03, 2023 17:20:25",Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,329,437,48,27487,503,Amymouth,58,Male,0.03
2438,2407,"April 08, 2023 16:17:49",Political update: Today's debate on election integrity was intense. #debate #election,"#debate, #election",Politics,254,143,20,67925,4654,Port Kaitlyntown,43,Female,-0.82
2439,2869,2023-10-11 01:08:09,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,598,84,219,76990,1313,Sarahchester,23,Male,-0.9
2440,4223,2023-07-04 12:13:37,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,398,11,186,11391,2193,West Jose,48,Female,-0.92
2441,4906,26-02-2023 02:01,What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,861,251,31,31486,3635,Maynardburgh,29,Female,-0.22
2442,1750,29-08-2023 11:39,Tech update: A breakthrough in AI is set to transform the industry. #AI,#AI,Technology,609,215,202,93914,4236,Port Bobbyborough,28,Male,0.73
2443,1626,2023-04-16 10:26:49,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,908,125,275,9802,4378,Elizabethberg,42,Female,0.67
2444,4390,"June 20, 2023 00:19:02",Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,507,97,241,98623,4804,South Emmaside,51,Female,-0.26
2445,4440,11/11/2023 07:35 AM,Tech update: A breakthrough in AI is set to transform the industry. #startup #innovation,"#startup, #innovation",Technology,643,391,15,95166,3108,Jonesville,56,Other,0.55
2446,2629,"May 30, 2023 09:30:24",Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,465,491,172,43228,2906,Walkerberg,49,Male,0.5
2447,1994,2023-11-07 01:35:35,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,823,404,136,81041,961,New Mario,38,Female,-0.03
2448,2583,06/29/2023 08:08 PM,Celebrity update: The latest music release is topping the charts. #movies #music,"#movies, #music",Entertainment,406,303,178,27862,2821,East Katherine,33,Male,-0.19
2449,1702,16-12-2023 14:03,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,608,391,60,3339,1517,Davidmouth,31,Female,-0.64
2450,3509,2023-06-16 13:33:54,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,97,27,103,61974,490,West Loribury,23,Other,-0.44
2451,3059,"October 06, 2023 04:39:22",Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,289,335,194,64071,1045,East Brookehaven,31,Female,-0.32
2452,2179,17-01-2023 17:01,Stay informed: New government policies are reshaping public discourse. #election #debate #policy,"#election, #debate, #policy",Politics,867,265,255,12667,2161,West Joshua,14,Female,0.63
2453,4755,21-02-2023 00:49,Celebrity update: The latest music release is topping the charts. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,738,51,75,85837,4150,New Garrett,37,Female,0.11
2454,1476,2023-11-21 08:19:17,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,656,142,270,6957,3779,Gregorytown,42,Male,-0.6
2455,3986,"December 26, 2023 09:13:44",Celebrity update: The latest music release is topping the charts. #movies #celebrity,"#movies, #celebrity",Entertainment,155,131,180,65703,3518,New Wayneport,29,Female,-0.81
2456,1400,2023-09-11 08:05:58,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food,"#travel, #food",Lifestyle,781,345,131,75499,4762,Lake Davidborough,30,Female,-0.01
2457,3855,06/27/2023 10:11 AM,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,161,206,150,58186,3889,North Jamesmouth,52,Female,0.33
2458,3224,04/22/2023 01:04 AM,Living my best life—enjoying every moment and embracing wellness. #health #food #travel,"#health, #food, #travel",Lifestyle,623,483,154,89245,4510,Taylorland,18,Male,0.64
2459,4412,08-04-2023 11:25,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,842,479,234,32370,2888,Craigland,55,,
2460,1056,"October 23, 2023 01:20:49",What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,696,61,247,2112,4770,Brittanyton,29,Female,0.65
2461,4926,10/02/2023 02:49 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health #travel,"#food, #health, #travel",Lifestyle,716,362,164,59149,4652,Fieldsside,54,Male,-0.1
2462,2875,07/07/2023 11:38 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #health #food #travel,"#health, #food, #travel",Lifestyle,96,485,204,91658,572,Mooreshire,31,Other,0.73
2463,1447,04/12/2023 07:22 AM,Celebrity update: The latest music release is topping the charts. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,376,131,164,85089,755,Holtmouth,67,Female,-0.11
2464,1202,06/06/2023 01:25 PM,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,566,40,212,89686,1809,Gilesfort,41,Male,-0.66
2465,4768,2023-01-16 03:28:27,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #food,"#travel, #food",Lifestyle,449,200,253,65926,299,Adriennechester,66,Female,-0.21
2466,2656,30-08-2023 05:57,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,993,98,156,39180,4394,Port Willie,20,Female,-0.32
2467,1737,19-04-2023 00:09,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,116,310,176,56979,1424,Sancheztown,20,Male,-0.22
2468,1201,06/24/2023 02:48 PM,Entertainment buzz: A star-studded event lit up the night. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,604,283,74,69315,1876,East Amandabury,55,Male,0.32
2469,2353,24-05-2023 07:31,Sports update: The championship match had fans on the edge of their seats. #football,#football,Sports,804,356,177,53162,2180,West Brandistad,62,Male,0.31
2470,3410,26-04-2023 13:58,Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,963,46,283,65988,3528,North Sabrina,16,Male,-0.55
2471,1891,02-01-2023 03:58,Stay informed: New government policies are reshaping public discourse. #debate #election #policy,"#debate, #election, #policy",Politics,715,136,132,18310,1153,East Jenniferton,48,Female,-0.37
2472,3501,09-04-2023 21:58,Attended an inspiring tech conference—innovations are on the horizon. #startup,#startup,Technology,793,129,124,37246,4043,New Ericborough,17,Female,0.19
2473,3403,2023-08-16 04:21:30,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,505,194,126,97828,308,Lake Vicki,31,Male,-0.83
2474,1215,07/28/2023 08:50 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health #travel,"#food, #health, #travel",Lifestyle,188,116,224,94048,4267,Lake Kathryn,54,,
2475,4019,"November 01, 2023 13:08:31",What a game! That last-minute goal was simply unforgettable. #football #olympics,"#football, #olympics",Sports,475,363,16,36266,1197,Stevenfurt,27,Female,-0.64
2476,3602,2023-02-05 15:51:31,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,322,431,245,3106,954,North Melissa,70,Female,0.7
2477,3934,05-07-2023 05:07,Just watched an amazing movie—highly recommend it to all film lovers. #music #movies #celebrity,"#music, #movies, #celebrity",Entertainment,595,68,136,1104,2189,North Sarah,26,Female,-0.2
2478,1022,08/27/2023 11:57 AM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #travel #health,"#food, #travel, #health",Lifestyle,969,457,216,47680,3228,Sarahmouth,60,Male,-0.56
2479,3202,05/09/2023 09:06 AM,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,179,27,195,6067,4197,Thomasfurt,75,Male,0.34
